Hisse    Temettü Tar  Verim   T-7       T-6       T-5       T-4       T-3       T-2       T-1       T_Günü    T+1       T+2       T+3       T+4       T+5       T+6       T+7      
SANFM    2024-10-15   %0.05  -1.69%    +3.57%    +1.86%    +2.10%    +2.12%    +2.92%    +2.97%    +0.49%    +1.83%    -4.91%    +2.64%    -2.09%    +3.32%    +0.36%    +0.97%   
EBEBK    2024-10-15   %0.54  +2.34%    -0.93%    +0.75%    -0.28%    -1.08%    +0.76%    -2.07%    -1.20%    +0.39%    +2.32%    -0.24%    +1.47%    +3.46%    -1.04%    +2.65%   
OBAMS    2024-10-15   %1.56  +10.00%   +0.22%    +1.56%    +7.67%    +0.05%    -0.36%    -4.80%    -2.36%    +0.77%    +3.22%    -2.27%    +0.49%    -0.16%    -2.58%    +3.65%   
BASGZ    2024-10-16   %2.56  +0.83%    +2.84%    -1.46%    +3.69%    -0.28%    -3.86%    +4.75%    -5.82%    -0.83%    -2.43%    -2.72%    +1.68%    -1.10%    +0.16%    +0.40%   
BVSAN    2024-10-21   %0.85  -1.43%    -1.01%    -3.89%    +3.64%    +2.11%    +1.69%    +0.86%    -3.17%    +1.01%    -2.12%    +1.91%    +1.25%    +0.56%    +2.03%    +0.12%   
GRSEL    2024-10-21   %0.15  -2.96%    -1.28%    -3.25%    -0.17%    +0.93%    +0.25%    -3.00%    -2.49%    +9.94%    +4.40%    +3.45%    +1.04%    -1.32%    +1.34%    +2.35%   
MSGYO    2024-10-22   %1.94  -4.90%    -0.95%    +3.76%    -1.00%    +0.55%    +1.09%    -1.92%    -4.53%    -2.95%    +2.87%    +6.07%    -0.15%    +5.65%    +2.79%    -1.57%   
LIDER    2024-10-22   %0.13  -1.96%    -3.39%    +1.31%    +1.85%    +0.91%    +0.24%    -1.98%    +0.37%    -0.61%    +3.07%    +10.00%   -0.81%    +0.44%    +3.15%    +3.63%   
BRKSN    2024-10-22   %0.31  -3.11%    -3.29%    +4.29%    -1.32%    +0.87%    -1.95%    -1.51%    +1.86%    -2.14%    +2.84%    +0.71%    +2.50%    +2.21%    -0.30%    -3.52%   
MEDTR    2024-10-23   %0.58  -2.08%    +5.93%    +0.09%    +1.09%    +2.25%    -1.06%    +2.76%    -0.52%    +1.74%    +1.50%    +2.69%    +2.60%    +4.70%    +0.95%    +0.00%   
GLYHO    2024-10-24   %0.67  +0.50%    +1.13%    +3.10%    -0.06%    -1.27%    +2.62%    -1.90%    +0.18%    -1.39%    -0.49%    +0.37%    +1.17%    +0.18%    +0.55%    +1.15%   
OSMEN    2024-10-25   %0.64  -0.24%    +0.96%    +0.60%    -3.44%    +0.98%    -2.79%    +2.50%    -0.61%    -1.23%    +1.49%    +0.24%    -1.47%    -2.11%    -2.15%    +3.23%   
PCILT    2024-10-30   %3.95  -2.17%    -0.16%    +4.24%    +2.28%    +1.36%    +0.67%    -8.42%    -5.77%    +4.41%    +3.12%    -4.30%    +2.09%    +2.73%    +0.05%    +0.87%   
AGYO     2024-10-30   %1.39  -0.14%    -2.21%    -0.42%    -2.84%    +0.44%    +2.76%    +1.84%    -0.83%    -0.14%    -0.42%    -0.42%    +2.26%    -0.83%    +9.90%    +6.98%   
DCTTR    2024-10-31   %0.04  -2.80%    -0.36%    -1.17%    +0.82%    +1.00%    +4.75%    +2.40%    -2.17%    -1.45%    -0.52%    -1.39%    -0.53%    +4.00%    -0.85%    +0.43%   
EYGYO    2024-10-31   %0.81  -1.67%    +0.71%    -1.55%    +1.14%    +0.00%    +1.98%    +1.11%    -1.92%    +1.54%    -3.16%    -0.14%    +7.11%    +0.13%    +1.33%    -2.49%   
AYEN     2024-10-31   %1.96  -0.45%    +2.03%    -1.25%    +3.81%    +0.43%    +0.14%    +0.57%    -2.91%    -0.07%    -1.76%    +0.07%    +1.79%    -0.59%    +3.53%    +2.56%   
TTRAK    2024-11-08   %3.21  -0.14%    +0.70%    +1.11%    -0.96%    +1.11%    +0.07%    +3.21%    -1.59%    -0.61%    -0.61%    +2.59%    +3.45%    -0.45%    -0.71%    -3.05%   
ACSEL    2024-11-12   %0.16  -0.91%    -1.93%    +1.96%    -0.46%    +0.09%    +1.47%    +1.81%    -3.57%    -1.66%    +1.41%    +0.74%    -1.01%    -2.04%    -2.66%    +3.22%   
MGROS    2024-11-13   %0.58  -1.98%    -2.33%    +9.99%    +0.29%    +4.16%    -1.09%    -0.06%    +0.33%    +3.64%    -0.05%    -0.27%    +0.16%    -1.86%    +2.17%    -1.22%   
VERTU    2024-11-15   %0.52  +2.55%    -1.59%    +1.35%    +1.27%    -1.36%    +0.11%    +2.71%    +0.05%    -0.21%    +0.21%    -2.48%    +1.64%    +0.73%    +0.67%    -1.13%   
VERUS    2024-11-20   %0.08  +0.91%    -3.32%    -1.77%    -1.61%    +2.31%    +1.60%    -1.20%    -2.81%    +1.35%    +0.48%    +0.09%    +0.19%    +10.00%   -1.54%    -2.35%   
DGNMO    2024-11-20   %2.76  -1.03%    -1.56%    -3.17%    -0.33%    +0.33%    +1.75%    -0.11%    -9.46%    +1.19%    +1.41%    +0.93%    -2.75%    -3.18%    +1.95%    +0.12%   
FROTO    2024-11-22   %1.26  +2.71%    +1.55%    -3.58%    +2.04%    -4.46%    -5.71%    +2.73%    -1.57%    -0.80%    -0.10%    -1.92%    -0.51%    -0.10%    +0.93%    +1.90%   
ASELS    2024-11-25   %0.14  +0.51%    -0.95%    -0.37%    +0.67%    -2.80%    +3.11%    +0.66%    +0.73%    -2.10%    +1.26%    +2.56%    -1.00%    +1.08%    +0.00%    +0.14%   
SDTTR    2024-11-25   %0.32  -0.51%    -0.76%    -0.64%    +0.99%    -2.25%    +0.13%    +1.26%    -2.87%    +0.26%    +0.84%    +0.44%    -1.61%    +0.35%    -0.13%    +0.79%   
DCTTR    2024-11-29   %0.04  -2.17%    +4.44%    +4.17%    -3.02%    +0.25%    +1.43%    -1.08%    +3.35%    +7.29%    +8.60%    +4.17%    +1.40%    +6.91%    -5.91%    -3.20%   
AYEN     2024-11-29   %1.75  -4.17%    +3.01%    +1.30%    +0.13%    +0.13%    -0.06%    +0.70%    -5.65%    -1.75%    -0.21%    -0.21%    +0.62%    +0.14%    +5.40%    +0.32%   
TCELL    2024-12-05   %2.83  -0.37%    +0.00%    -1.88%    -0.82%    +1.44%    +2.23%    +0.27%    -2.12%    +2.33%    -0.53%    +0.05%    -1.12%    +0.75%    +2.67%    +0.05%   
BORSK    2024-12-06   %1.76  -1.22%    -1.59%    +2.51%    +2.36%    +1.71%    -0.84%    +1.53%    -2.09%    +1.53%    +0.50%    -1.67%    -0.51%    +1.88%    +1.34%    -2.15%   
LIDER    2024-12-10   %0.09  +2.18%    +1.90%    -1.55%    -2.36%    +0.56%    -2.09%    +0.33%    +0.08%    -0.49%    -1.89%    +1.34%    +9.98%    +5.40%    -2.70%    -0.15%   
ELITE    2024-12-11   %0.11  +2.47%    +1.71%    -0.53%    +2.96%    +5.19%    +6.89%    +1.05%    +0.81%    -0.67%    +1.40%    -2.90%    -1.42%    -4.98%    -1.37%    -1.64%   
FORTE    2024-12-11   %0.19  -0.79%    +0.59%    +9.92%    -1.80%    +2.51%    +2.55%    -2.58%    -2.83%    -0.87%    +3.14%    -1.33%    +2.70%    -1.13%    -2.09%    -2.03%   
GRTHO    2024-12-13   %0.02  -5.74%    -0.86%    +0.87%    +4.30%    +4.13%    +0.98%    -9.36%    -2.20%    +0.07%    -1.09%    +3.17%    -2.60%    -1.44%    +2.15%    -0.88%   
EBEBK    2024-12-16   %0.38  +3.17%    +1.90%    +0.98%    -1.05%    +0.44%    +0.97%    +3.42%    +0.51%    -0.08%    -3.04%    -1.57%    +1.86%    -1.56%    +2.20%    +1.55%   
BIMAS    2024-12-18   %0.69  +2.14%    +0.00%    +2.28%    -0.37%    -1.31%    -3.02%    +1.07%    -2.22%    -0.99%    -1.44%    -0.76%    -0.46%    +4.55%    +1.37%    +0.77%   
ATATP    2024-12-18   %0.28  -0.78%    -3.19%    -0.81%    +0.54%    +7.20%    +3.23%    -0.68%    -1.97%    -3.02%    -2.59%    +0.53%    +0.58%    +0.32%    +0.00%    +4.82%   
ALKLC    2024-12-20   %0.23  +1.88%    +0.59%    +0.65%    +1.29%    +1.10%    +0.63%    +0.00%    +0.40%    -1.02%    -0.74%    +0.17%    +1.32%    +0.91%    -1.46%    +2.63%   
SDTTR    2024-12-23   %0.24  +0.41%    +3.32%    +0.70%    -0.92%    -3.26%    -1.78%    -0.42%    -0.93%    -1.18%    +0.62%    +3.31%    -0.60%    -1.34%    -0.47%    +0.05%   
PAGYO    2024-12-24   %0.88  +2.11%    +2.36%    +2.09%    -1.55%    -2.65%    -1.91%    -2.93%    -1.47%    +8.16%    -1.31%    -3.24%    -2.36%    -0.78%    +1.18%    -0.31%   
TRCAS    2024-12-25   %1.79  +0.89%    +0.44%    -0.15%    -1.53%    -2.15%    +0.76%    +1.05%    +0.15%    +0.22%    +0.89%    +5.80%    -2.92%    -4.29%    +1.27%    +0.37%   
CMENT    2024-12-26   %1.46  -1.45%    -0.76%    -1.43%    -3.48%    -2.69%    +1.55%    +5.49%    -4.23%    -1.35%    -1.69%    +1.72%    -1.80%    +0.94%    +0.00%    -1.49%   
PSGYO    2024-12-27   %1.33  +0.64%    +0.00%    +0.63%    +0.00%    -0.63%    +0.63%    -1.26%    +0.64%    -1.27%    +0.00%    +5.13%    +4.27%    -0.58%    -2.94%    -3.03%   
DCTTR    2024-12-31   %0.04  -6.82%    -4.20%    +8.04%    +2.03%    +3.24%    -2.28%    +2.34%    +5.92%    -1.28%    +0.55%    +1.15%    -3.09%    +1.04%    +2.12%    -1.88%   
-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------
AVERAGE                       +0.22%    +0.23%    +0.23%    +0.13%    +0.26%    -0.17%    +0.39%    -2.10%    -0.19%    +0.01%    -0.44%    +0.01%    +0.00%    -0.06%    +0.15%   
